A,B,C,D,E,F,G,H,X,Y
34,202,21,86,84,30,2530290,2184,0,34
65,392,665,2660,64,94,1939782,66564,0,65
90,539,207,828,75,92,2277276,20775,0,90
58,350,218,871,42,47,1277541,21842,0,58
57,345,678,2711,35,67,1067301,67835,0,57
6,38,811,3246,47,96,1412088,81147,0,6
68,408,224,896,4,49,140547,22404,0,68
51,309,170,679,70,13,2115339,17070,0,51
2,10,239,958,51,25,1530675,23951,0,2
65,391,64,254,94,97,2839791,6494,0,65
62,375,848,3391,95,48,2868744,84895,0,62
83,500,78,310,35,3,1074909,7835,0,83
39,235,346,1386,57,92,1721976,34657,0,39
18,109,207,826,67,36,2015508,20767,0,18
58,351,754,3015,90,35,2717505,75490,0,58
79,473,226,904,32,76,983928,22632,0,79
99,596,556,2224,87,20,2639760,55687,0,99
12,75,725,2898,88,10,2643630,72588,0,12
72,432,929,3717,78,96,2361888,92978,0,72
94,562,636,2543,60,24,1828272,63660,0,94
92,553,328,1313,12,62,387786,32812,0,92
55,329,360,1440,93,68,2806704,36093,0,55
6,39,751,3006,41,23,1231869,75141,0,6
36,214,378,1510,60,81,1811043,37860,0,36
17,101,78,310,27,63,815289,7827,0,17
32,192,561,2242,10,37,309711,56110,0,32
2,9,467,1870,50,14,1500642,46750,0,2
80,479,957,3826,36,43,1104129,95736,0,80
90,541,591,2365,61,62,1857186,59161,0,90
37,221,887,3549,24,88,731364,88724,0,37
78,469,898,3592,65,51,1973553,89865,0,78
33,197,38,153,76,99,2290197,3876,0,33
92,552,324,1298,6,41,207723,32406,0,92
1,3,849,3394,94,69,2820507,84994,0,1
80,483,202,808,77,89,2334267,20277,0,80
48,285,391,1563,35,8,1064424,39135,0,48
24,144,256,1026,37,70,1117410,25637,0,24
78,467,259,1035,99,57,2993571,25999,0,78
99,592,522,2086,54,98,1649994,52254,0,99
43,259,749,2998,88,39,2653017,74988,0,43
39,231,74,296,8,55,251865,7408,0,39
86,519,100,402,33,50,1015950,10033,0,86
4,24,757,3026,46,4,1381212,75746,0,4
20,119,268,1072,9,40,276120,26809,0,20
38,229,31,125,78,35,2351505,3178,0,38
63,380,455,1819,34,60,1039080,45534,0,63
27,159,257,1029,86,83,2588349,25786,0,27
25,149,746,2983,8,92,247776,74608,0,25
93,559,95,381,31,18,957954,9531,0,93
56,336,881,3525,75,74,2267022,88175,0,56
99,593,986,3944,42,10,1289730,98642,0,99
30,177,320,1278,82,89,2469267,32082,0,30
97,582,525,2099,90,80,2729340,52590,0,97
53,315,706,2824,24,40,736020,70624,0,53
11,64,443,1772,88,0,2643300,44388,0,11
18,111,70,281,52,32,1565496,7052,0,18
2,11,485,1940,70,54,2100762,48570,0,2
95,568,247,989,12,65,388695,24712,0,95
4,21,247,986,22,24,661272,24722,0,4
48,287,806,3226,66,54,1994562,80666,0,48
36,214,265,1061,15,77,461031,26515,0,36
13,81,486,1946,13,31,393993,48613,0,13
45,273,757,3028,82,39,2473617,75782,0,45
68,410,548,2192,49,85,1490655,54849,0,68
47,279,292,1167,25,58,764274,29225,0,47
77,462,683,2732,19,41,593223,68319,0,77
38,231,18,70,33,10,1001430,1833,0,38
15,91,268,1071,55,56,1654668,26855,0,15
6,37,34,134,66,13,1981839,3466,0,6
74,446,610,2439,47,0,1432200,61047,0,74
70,420,27,106,12,52,381156,2712,0,70
80,480,795,3178,8,17,264051,79508,0,80
96,575,582,2326,56,49,1708947,58256,0,96
76,454,197,787,81,54,2452962,19781,0,76
31,185,291,1164,26,98,789594,29126,0,31
2,14,234,937,52,22,1560666,23452,0,2
79,473,782,3128,42,12,1283736,78242,0,79
79,473,113,450,73,8,2213724,11373,0,79
81,484,752,3010,20,97,624591,75220,0,81
35,212,696,2782,75,35,2260605,69675,0,35
96,577,20,82,93,28,2818884,2093,0,96
50,299,219,878,8,67,255201,21908,0,50
37,221,908,3633,77,79,2321337,90877,0,37
91,548,175,698,14,86,447558,17514,0,91
24,141,231,924,81,38,2437314,23181,0,24
41,249,608,2434,94,29,2832387,60894,0,41
81,485,491,1962,56,57,1704471,49156,0,81
99,594,289,1154,62,59,1889877,28962,0,99
94,564,57,230,46,49,1408347,5746,0,94
93,561,117,467,54,99,1648197,11754,0,93
10,58,928,3711,42,59,1263177,92842,0,10
29,172,628,2511,72,21,2168763,62872,0,29
10,61,896,3583,38,2,1143006,89638,0,10
39,235,363,1453,15,73,461919,36315,0,39
22,130,652,2608,51,49,1536747,65251,0,22
38,225,444,1776,8,21,251463,44408,0,38
66,393,2,10,88,38,2659914,288,0,66
98,586,127,506,20,21,629463,12720,0,98
58,351,537,2148,11,46,347538,53711,0,58
88,528,647,2590,32,11,986433,64732,0,88
30,181,357,1429,37,19,1119057,35737,0,30
13,75,777,3108,30,41,904023,77730,0,13
6,36,387,1547,98,2,2941806,38798,0,6
30,179,238,950,21,27,639081,23821,0,30
76,459,340,1359,13,92,413076,34013,0,76
92,550,458,1832,22,57,687771,45822,0,92
21,126,448,1792,74,57,2226471,44874,0,21
98,587,353,1413,5,65,179595,35305,0,98
32,193,536,2143,43,55,1299765,53643,0,32
7,42,947,3790,93,99,2792397,94793,0,7
53,321,641,2565,85,17,2565951,64185,0,53
90,540,988,3954,97,75,2937225,98897,0,90
66,396,62,248,54,16,1639848,6254,0,66
15,93,876,3504,43,8,1294524,87643,0,15
26,159,9,37,84,32,2527896,984,0,26
52,312,41,162,99,17,2985651,4199,0,52
0,-1,397,1589,4,59,120177,39704,0,0
5,32,345,1381,8,19,241557,34508,0,5
39,237,165,658,89,46,2681838,16589,0,39
66,393,661,2645,80,86,2420058,66180,0,66
86,519,170,681,98,21,2965863,17098,0,86
11,66,835,3341,29,48,873444,83529,0,11
51,304,252,1010,12,68,375504,25212,0,51
99,594,919,3675,59,66,1799898,91959,0,99
98,590,647,2587,19,44,599532,64719,0,98
14,86,501,2002,51,51,1534353,50151,0,14
91,546,921,3686,7,66,237498,92107,0,91
6,36,253,1012,7,8,211824,25307,0,6
86,518,600,2401,39,89,1196067,60039,0,86
46,274,30,121,23,1,703803,3023,0,46
82,492,430,1721,17,93,534879,43017,0,82
71,428,873,3492,11,65,351495,87311,0,71
87,522,552,2209,75,46,2276238,55275,0,87
75,447,407,1630,40,27,1222581,40740,0,75
55,330,962,3846,75,93,2266779,96275,0,55
62,372,628,2513,35,1,1068603,62835,0,62
12,70,988,3951,36,43,1083729,98836,0,12
3,18,340,1358,35,94,1051182,34035,0,3
58,349,486,1945,10,49,317547,48610,0,58
11,68,777,3109,17,61,513483,77717,0,11
15,90,445,1780,36,19,1084557,44536,0,15
26,155,463,1852,86,50,2587950,46386,0,26
83,496,428,1713,53,44,1615032,42853,0,83
25,149,997,3989,67,9,2017527,99767,0,25
52,309,547,2187,35,91,1065873,54735,0,52
87,523,642,2567,20,98,626394,64220,0,87
97,585,88,353,18,0,569100,8818,0,97
48,286,69,274,35,64,1064592,6935,0,48
21,127,959,3835,35,65,1056495,95935,0,21
56,333,934,3736,24,23,736869,93424,0,56
79,473,75,300,49,72,1493916,7549,0,79
18,107,736,2946,90,93,2705679,73690,0,18
1,8,497,1990,0,23,369,49700,0,1
32,193,186,745,44,3,1329609,18644,0,32
28,168,525,2101,49,38,1478514,52549,0,28
61,367,486,1943,0,16,18348,48600,0,61
32,191,892,3566,22,45,669735,89222,0,32
73,440,157,628,10,33,321999,15710,0,73
26,155,770,3082,3,65,97995,77003,0,26
4,27,896,3585,20,36,601308,89620,0,4
61,364,598,2393,55,90,1668570,59855,0,61
47,279,591,2362,45,22,1364166,59145,0,47
52,313,161,644,87,16,2625648,16187,0,52
71,425,138,550,0,55,21465,13800,0,71
17,100,164,656,55,76,1655328,16455,0,17
98,589,188,750,80,71,2429613,18880,0,98
50,298,680,2719,8,88,255264,68008,0,50
62,372,750,3002,11,35,348705,75011,0,62
65,392,765,3062,22,44,679632,76522,0,65
29,171,954,3816,58,13,1748739,95458,0,29
98,590,451,1804,15,11,479433,45115,0,98
61,369,970,3879,74,74,2238522,97074,0,61
70,422,644,2574,18,58,561174,64418,0,70
2,13,900,3602,78,13,2340639,90078,0,2
9,51,255,1019,37,89,1112967,25537,0,9
78,471,956,3824,17,54,533562,95617,0,78
42,255,404,1616,22,77,672831,40422,0,42
41,246,664,2658,83,84,2502552,66483,0,41
16,96,969,3877,50,47,1504941,96950,0,16
72,429,956,3825,33,14,1011642,95633,0,72
96,573,70,278,45,66,1378998,7045,0,96
11,64,429,1718,11,53,333459,42911,0,11
73,437,540,2160,46,94,1402182,54046,0,73
67,404,227,909,49,16,1490148,22749,0,67
90,542,78,310,72,80,2187240,7872,0,90
71,425,305,1218,55,73,1671519,30555,0,71
15,89,306,1224,21,89,634767,30621,0,15
13,75,450,1801,47,70,1414110,45047,0,13
74,447,991,3966,39,3,1192209,99139,0,74
84,506,322,1289,99,82,2995446,32299,0,84
36,217,817,3269,39,34,1180902,81739,0,36
32,191,989,3955,95,19,2859657,98995,0,32
52,314,572,2288,30,70,915810,57230,0,52
58,347,898,3594,21,8,647424,89821,0,58
57,342,681,2726,92,18,2777154,68192,0,57
96,577,178,711,66,51,2008953,17866,0,96
14,84,648,2592,51,86,1534458,64851,0,14
86,515,472,1886,6,53,205959,47206,0,86
88,529,950,3799,81,7,2456421,95081,0,88
2,9,548,2192,83,41,2490723,54883,0,2
31,183,511,2046,89,45,2679435,51189,0,31
44,263,460,1840,32,15,973245,46032,0,44
98,589,185,738,0,50,29550,18500,0,98
23,141,708,2832,79,77,2377131,70879,0,23
36,216,182,728,98,86,2951058,18298,0,36
3,17,3,13,71,3,2130909,371,0,3
43,256,211,844,21,89,643167,21121,0,43
54,327,97,390,64,52,1936356,9764,0,54
42,252,624,2496,18,6,552618,62418,0,42
38,228,435,1740,88,99,2651697,43588,0,38
57,342,268,1073,99,13,2987139,26899,0,57
67,399,710,2842,17,63,530289,71017,0,67
31,188,26,105,40,71,1209513,2640,0,31
79,473,320,1282,35,56,1073868,32035,0,79
41,249,983,3932,64,88,1932564,98364,0,41
18,110,310,1241,68,51,2045553,31068,0,18
51,309,784,3135,73,67,2205501,78473,0,51
61,368,680,2720,57,13,1728339,68057,0,61
84,503,642,2570,33,46,1015338,64233,0,84
84,503,475,1902,17,42,535326,47517,0,84
76,458,985,3940,61,79,1853037,98561,0,76
24,145,492,1968,71,35,2137305,49271,0,24
71,428,549,2194,86,54,2601462,54986,0,71
1,7,844,3375,85,95,2550585,84485,0,1
26,158,929,3714,46,2,1387806,92946,0,26
34,203,392,1568,32,66,970398,39232,0,34
35,213,968,3871,11,67,340701,96811,0,35
74,444,968,3871,12,70,382410,96812,0,74
69,411,749,2995,65,48,1970844,74965,0,69
84,502,188,751,28,47,865341,18828,0,84
32,194,514,2056,71,86,2139858,51471,0,32
74,446,893,3573,33,28,1012284,89333,0,74
46,276,363,1453,62,7,1873821,36362,0,46
91,548,210,838,59,80,1797540,21059,0,91
37,221,247,988,66,42,1991226,24766,0,37
26,158,310,1238,13,48,397944,31013,0,26
78,465,90,359,7,44,233532,9007,0,78
25,151,250,1001,52,68,1567704,25052,0,25
50,298,256,1022,61,30,1845090,25661,0,50
6,37,44,178,66,73,1982019,4466,0,6
90,537,31,124,13,22,417066,3113,0,90
6,34,109,437,86,23,2581869,10986,0,6
30,177,89,356,2,35,69105,8902,0,30
21,126,115,460,99,10,2976330,11599,0,21
97,580,178,713,47,51,1439253,17847,0,97
16,96,903,3610,28,41,844923,90328,0,16
72,435,774,3095,54,19,1641657,77454,0,72
4,22,552,2210,28,83,841449,55228,0,4
69,417,552,2206,98,3,2960709,55298,0,69
12,72,224,895,14,96,423888,22414,0,12
87,524,911,3644,52,4,1586112,91152,0,87
46,279,305,1220,66,11,1993833,30566,0,46
78,469,898,3590,10,97,323691,89810,0,78
19,114,899,3594,16,51,485853,89916,0,19
34,204,166,665,37,24,1120272,16637,0,34
3,15,165,662,61,26,1830978,16561,0,3
34,207,445,1782,55,0,1660200,44555,0,34
14,81,632,2527,21,49,634347,63221,0,14
68,407,325,1300,28,75,860625,32528,0,68
40,238,405,1621,29,69,882207,40529,0,40
96,575,355,1418,32,98,989094,35532,0,96
59,354,695,2779,88,68,2657904,69588,0,59
9,54,293,1170,5,50,152850,29305,0,9
50,303,819,3276,44,26,1335078,81944,0,50
38,231,57,226,9,74,281622,5709,0,38
47,282,373,1492,66,3,1994109,37366,0,47
87,519,756,3024,88,68,2666304,75688,0,87
67,403,641,2565,24,41,740223,64124,0,67
34,202,385,1540,5,36,160308,38505,0,34
74,441,628,2513,9,89,292467,62809,0,74
72,432,222,887,63,90,1911870,22263,0,72
73,435,117,467,84,71,2542113,11784,0,73
19,113,51,204,40,80,1205940,5140,0,19
90,537,421,1684,42,19,1287057,42142,0,90
0,-3,864,3454,0,92,276,86400,0,0
68,409,35,140,25,1,770403,3525,0,68
51,309,791,3165,77,4,2325312,79177,0,51
51,303,905,3618,18,83,555549,90518,0,51
52,314,152,607,14,37,435711,15214,0,52
83,497,986,3946,38,54,1165062,98638,0,83
48,287,918,3673,39,15,1184445,91839,0,48
6,35,432,1726,82,74,2462022,43282,0,6
46,279,976,3902,73,27,2203881,97673,0,46
48,288,460,1839,58,69,1754607,46058,0,48
60,361,201,805,11,41,348123,20111,0,60
69,413,744,2976,49,99,1490997,74449,0,69
86,516,204,818,4,92,146076,20404,0,86
98,589,120,482,68,98,2069694,12068,0,98
67,400,193,773,67,28,2030184,19367,0,67
7,42,66,262,31,97,932391,6631,0,7
56,336,776,3104,96,51,2896953,77696,0,56
77,459,321,1283,73,74,2213322,32173,0,77
46,275,105,421,59,63,1783989,10559,0,46
64,387,625,2500,58,54,1759362,62558,0,64
11,69,616,2462,79,10,2373330,61679,0,11
29,171,820,3280,0,88,8964,82000,0,29
63,380,464,1854,14,62,439086,46414,0,63
74,443,4,14,16,65,502395,416,0,74
61,365,626,2502,35,75,1068525,62635,0,61
45,268,413,1653,73,82,2203746,41373,0,45
72,431,531,2122,28,94,861882,53128,0,72
51,306,86,345,39,46,1185438,8639,0,51
78,468,886,3544,48,97,1463691,88648,0,78
71,423,563,2250,79,96,2391588,56379,0,71
26,153,706,2825,92,49,2767947,70692,0,26
92,552,995,3980,94,0,2847600,99594,0,92
22,133,513,2053,94,61,2826783,51394,0,22
22,131,414,1657,79,51,2376753,41479,0,22
93,560,576,2302,9,88,298164,57609,0,93
41,248,558,2232,45,59,1362477,55845,0,41
95,571,229,916,38,81,1168743,22938,0,95
16,99,805,3218,30,98,905094,80530,0,16
55,333,17,67,97,12,2926536,1797,0,55
94,567,616,2464,10,86,328458,61610,0,94
59,354,493,1973,27,84,827952,49327,0,59
70,421,539,2155,94,80,2841240,53994,0,70
60,362,351,1404,14,23,438069,35114,0,60
97,585,498,1991,71,71,2159313,49871,0,97
73,440,374,1496,70,98,2122194,37470,0,73
29,175,804,3215,35,21,1058763,80435,0,29
86,518,845,3380,63,60,1915980,84563,0,86
6,33,726,2904,91,93,2732079,72691,0,6
37,224,602,2410,89,10,2681130,60289,0,37
28,171,468,1873,7,59,218577,46807,0,28
97,579,551,2203,53,0,1619100,55153,0,97
40,237,347,1388,66,50,1992150,34766,0,40
11,69,681,2725,34,26,1023378,68134,0,11
75,449,553,2213,5,95,172785,55305,0,75
73,440,449,1795,73,35,2212005,44973,0,73
38,226,48,194,68,57,2051571,4868,0,38
82,494,488,1952,26,51,804753,48826,0,82
97,579,578,2314,54,41,1649223,57854,0,97
1,5,671,2683,18,77,540531,67118,0,1
84,506,82,328,68,50,2065350,8268,0,84
51,303,662,2647,12,61,375483,66212,0,51
85,510,791,3166,83,87,2515761,79183,0,85
1,7,84,334,83,41,2490423,8483,0,1
9,51,40,160,71,57,2132871,4071,0,9
17,103,212,846,93,25,2795175,21293,0,17
22,129,435,1740,31,84,936852,43531,0,22
54,323,230,921,35,60,1066380,23035,0,54
59,356,134,536,1,76,47928,13401,0,59
7,40,61,245,68,4,2042112,6168,0,7
95,570,127,507,81,37,2458611,12781,0,95
56,333,49,196,38,82,1157046,4938,0,56
3,15,816,3264,20,49,601047,81620,0,3
62,373,141,562,53,78,1608834,14153,0,62
45,273,152,606,18,16,553548,15218,0,45
86,517,483,1933,95,82,2876046,48395,0,86
63,377,370,1479,83,62,2509086,37083,0,63
77,460,30,122,68,99,2063397,3068,0,77
89,531,706,2825,75,62,2276886,70675,0,89
85,512,440,1760,11,79,355737,44011,0,85
98,585,765,3060,52,41,1589523,76552,0,98
78,471,177,707,48,37,1463511,17748,0,78
44,265,534,2138,80,66,2413398,53480,0,44
3,15,534,2138,58,62,1741086,53458,0,3
36,216,732,2928,70,59,2110977,73270,0,36
30,179,97,387,86,87,2589261,9786,0,30
33,196,370,1481,39,81,1180143,37039,0,33
3,17,315,1260,76,68,2281104,31576,0,3
47,280,495,1980,25,92,764376,49525,0,47
27,164,302,1206,19,16,578148,30219,0,27
1,4,704,2816,53,92,1590576,70453,0,1
67,404,701,2804,38,74,1160322,70138,0,67
61,365,575,2300,25,46,768438,57525,0,61
18,105,608,2433,96,20,2885460,60896,0,18
17,100,673,2694,57,4,1715112,67357,0,17
81,484,106,424,35,12,1074336,10635,0,81
48,285,419,1677,69,35,2084505,41969,0,48
64,387,697,2789,87,4,2629212,69787,0,64
13,76,899,3596,88,65,2644095,89988,0,13
68,407,665,2662,93,0,2810400,66593,0,68
21,124,337,1348,34,7,1026321,33734,0,21
29,171,344,1376,40,52,1208856,34440,0,29
51,304,0,0,1,53,45459,1,0,51
42,249,815,3261,22,53,672759,81522,0,42
46,279,585,2339,44,30,1333890,58544,0,46
37,224,858,3434,73,49,2201247,85873,0,37
53,321,521,2082,77,21,2325963,52177,0,53
35,213,950,3799,87,55,2620665,95087,0,35
27,162,302,1210,47,0,1418100,30247,0,27
55,328,932,3729,23,74,706722,93223,0,55
36,214,778,3111,64,13,1930839,77864,0,36
89,532,547,2190,43,48,1316844,54743,0,89
68,411,222,887,61,58,1850574,22261,0,68
97,579,598,2390,45,82,1379346,59845,0,97
21,123,359,1438,9,49,276447,35909,0,21
41,246,270,1080,85,26,2562378,27085,0,41
90,538,852,3407,59,90,1797270,85259,0,90
48,286,881,3523,19,24,584472,88119,0,48
43,256,15,58,83,72,2503116,1583,0,43
55,332,591,2364,98,82,2956746,59198,0,55
8,50,531,2126,31,62,932586,53131,0,8
53,318,748,2994,29,31,885993,74829,0,53
37,222,134,534,33,85,1001355,13433,0,37
39,234,198,791,12,34,371802,19812,0,39
45,273,493,1971,99,78,2983734,49399,0,45
69,413,650,2600,61,62,1850886,65061,0,69
50,300,241,965,79,34,2385102,24179,0,50
20,119,291,1162,91,66,2736198,29191,0,20
68,410,580,2318,4,25,140475,58004,0,68
86,517,728,2912,82,50,2485950,72882,0,86
3,21,382,1528,45,64,1351092,38245,0,3
3,21,472,1890,72,52,2161056,47272,0,3
53,320,912,3650,98,91,2956173,91298,0,53
60,358,878,3513,38,20,1158060,87838,0,60
23,135,938,3752,39,84,1177152,93839,0,23
67,401,947,3787,19,69,590307,94719,0,67
46,278,898,3592,35,82,1064046,89835,0,46
71,425,371,1485,21,41,651423,37121,0,71
85,510,879,3514,8,84,265752,87908,0,85
53,319,87,347,46,38,1396014,8746,0,53
10,61,976,3905,49,11,1473033,97649,0,10
44,267,478,1910,58,52,1753356,47858,0,44
37,220,668,2672,94,22,2831166,66894,0,37
52,309,101,404,32,40,975720,10132,0,52
95,570,258,1032,77,76,2338728,25877,0,95
21,124,753,3013,35,7,1056321,75335,0,21
25,150,790,3159,91,63,2737689,79091,0,25
54,325,495,1980,5,3,166209,49505,0,54
44,263,52,210,2,46,73338,5202,0,44
18,109,688,2751,16,97,485691,68816,0,18
66,399,463,1851,63,87,1910061,46363,0,66
78,465,245,980,58,73,1763619,24558,0,78
3,20,924,3694,98,38,2941014,92498,0,3
48,290,834,3334,27,23,824469,83427,0,48
87,522,758,3033,3,75,116325,75803,0,87
71,423,490,1959,55,98,1671594,49055,0,71
73,436,805,3220,80,84,2422152,80580,0,73
52,312,894,3576,16,57,495771,89416,0,52
3,15,455,1818,35,23,1050969,45535,0,3
97,579,993,3973,30,46,929238,99330,0,97
81,486,628,2510,83,36,2514408,62883,0,81
11,67,786,3144,36,60,1083480,78636,0,11
65,391,4,16,55,62,1669686,455,0,65
45,272,995,3978,68,24,2053572,99568,0,45
39,232,803,3210,27,66,821898,80327,0,39
54,324,175,702,14,93,436479,17514,0,54
25,149,75,299,26,60,787680,7526,0,25
5,27,140,560,95,49,2851647,14095,0,5
20,121,852,3407,44,0,1326000,85244,0,20
69,415,433,1733,63,35,1910805,43363,0,69
4,22,537,2146,38,95,1141485,53738,0,4
64,384,911,3644,33,23,1009269,91133,0,64
26,153,576,2302,37,52,1117956,57637,0,26
48,291,709,2835,41,16,1244448,70941,0,48
91,544,880,3519,9,61,297483,88009,0,91
55,333,871,3484,91,43,2746629,87191,0,55
65,390,384,1537,78,78,2359734,38478,0,65
92,553,19,76,7,68,237804,1907,0,92
98,589,988,3953,12,43,389529,98812,0,98
5,29,391,1564,60,28,1801584,39160,0,5
84,504,947,3789,49,32,1495296,94749,0,84
81,489,581,2323,49,47,1494441,58149,0,81
61,365,83,332,9,65,288495,8309,0,61
49,296,540,2159,61,85,1844955,54061,0,49
87,521,792,3166,8,80,266340,79208,0,87
64,387,56,222,49,25,1489275,5649,0,64
85,509,310,1239,7,93,235779,31007,0,85
28,166,816,3262,72,9,2168427,81672,0,28
73,439,142,568,44,43,1342029,14244,0,73
32,191,619,2475,89,67,2679801,61989,0,32
63,381,203,814,27,38,829014,20327,0,63
85,507,393,1572,23,14,715542,39323,0,85
74,444,18,74,83,24,2512272,1883,0,74
95,572,213,854,41,25,1258575,21341,0,95
78,469,964,3857,15,79,473637,96415,0,78
68,410,260,1041,75,11,2270433,26075,0,68
45,272,224,898,61,65,1843695,22461,0,45
3,20,619,2475,71,5,2130915,61971,0,3
55,330,13,51,90,68,2716704,1390,0,55
84,503,227,909,46,58,1405374,22746,0,84
63,375,358,1434,7,69,229107,35807,0,63
31,188,282,1130,70,14,2109342,28270,0,31
4,27,353,1410,49,23,1471269,35349,0,4
63,378,422,1688,87,62,2629086,42287,0,63
52,309,788,3152,60,82,1815846,78860,0,52
1,3,841,3363,62,70,1860510,84162,0,1
88,531,685,2742,51,26,1556478,68551,0,88
49,294,992,3966,98,52,2954856,99298,0,49
71,425,232,926,63,29,1911387,23263,0,71
50,302,98,392,61,64,1845192,9861,0,50
44,265,657,2628,49,63,1483389,65749,0,44
47,285,593,2372,23,64,704292,59323,0,47
5,28,585,2339,78,83,2341749,58578,0,5
98,587,266,1064,22,37,689511,26622,0,98
86,518,940,3758,47,72,1436016,94047,0,86
84,505,36,144,5,38,175314,3605,0,84
8,50,913,3651,85,94,2552682,91385,0,8
28,166,934,3737,32,72,968616,93432,0,28
77,462,767,3069,23,77,713331,76723,0,77
9,52,401,1605,60,34,1802802,40160,0,9
25,149,712,2849,44,25,1327575,71244,0,25
74,446,209,835,30,40,922320,20930,0,74
68,405,68,274,88,71,2660613,6888,0,68
15,88,277,1110,56,4,1684512,27756,0,15
35,212,22,88,97,60,2920680,2297,0,35
13,75,771,3086,1,77,34131,77101,0,13
31,184,8,34,26,8,789324,826,0,31
12,73,504,2016,96,47,2883741,50496,0,12
80,481,361,1444,72,62,2184186,36172,0,80
69,416,467,1868,2,78,80934,46702,0,69
20,123,46,182,80,16,2406048,4680,0,20
86,519,336,1344,44,72,1346016,33644,0,86
84,503,520,2082,8,84,265452,52008,0,84
86,517,719,2875,49,31,1495893,71949,0,86
33,199,493,1971,68,77,2050131,49368,0,33
99,591,835,3340,19,38,599814,83519,0,99
61,365,502,2007,75,54,2268462,50275,0,61
33,195,730,2920,8,70,250110,73008,0,33
94,562,748,2990,64,5,1948215,74864,0,94
88,528,361,1445,94,77,2846631,36194,0,88
37,223,554,2215,72,8,2171124,55472,0,37
17,100,952,3806,0,27,5181,95200,0,17
33,200,349,1395,34,2,1029906,34934,0,33
70,422,947,3789,18,72,561216,94718,0,70
52,315,286,1145,1,68,45804,28601,0,52
58,345,86,342,75,15,2267445,8675,0,58
8,46,256,1022,78,63,2342589,25678,0,8
38,230,430,1722,78,31,2351493,43078,0,38
63,379,414,1655,94,65,2839095,41494,0,63
63,376,781,3122,1,32,48996,78101,0,63
70,422,721,2884,41,38,1251114,72141,0,70
71,425,685,2740,73,32,2211396,68573,0,71
41,246,156,624,86,39,2592417,15686,0,41
55,329,455,1818,12,74,376722,45512,0,55
92,555,795,3178,45,3,1377609,79545,0,92
66,398,493,1972,1,29,49887,49301,0,66
88,529,873,3492,86,64,2606592,87386,0,88
38,228,850,3400,51,53,1541559,85051,0,38
82,489,422,1687,53,15,1614645,42253,0,82
37,224,186,742,27,18,821154,18627,0,37
30,182,669,2674,34,89,1029267,66934,0,30
2,14,149,594,2,24,60672,14902,0,2
0,1,94,375,24,71,720213,9424,0,0
82,489,425,1698,68,15,2064645,42568,0,82
72,429,490,1962,23,58,711774,49023,0,72
9,57,568,2274,70,40,2102820,56870,0,9
90,541,670,2681,26,3,807009,67026,0,90
40,237,47,188,74,25,2232075,4774,0,40
81,488,414,1654,93,27,2814381,41493,0,81
61,363,337,1348,82,61,2478483,33782,0,61
96,578,893,3572,13,10,418830,89313,0,96
